Launch_Tag	Launch_Date	Piece	Type	Name	PLName	JCAT	SatOwner	SatState	LV_Type	Flight_ID	Platform	Launch_Site	Launch_Pad	Ascent_Site	Ascent_Pad	Agency	LVState	Launch_Code	LTCite
2023-151 	2023 Sep 30 0200:00	2023-151D	P      D    	Starlink 30528	Starlink Group 6-19-04	S57967	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151E	P      D    	Starlink 30495	Starlink Group 6-19-05	S57968	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151F	P      D    	Starlink 30484	Starlink Group 6-19-06	S57969	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151G	P      D    	Starlink 30494	Starlink Group 6-19-07	S57970	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151H	P      D    	Starlink 30498	Starlink Group 6-19-08	S57971	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151J	P      D    	Starlink 30505	Starlink Group 6-19-09	S57972	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151K	P      A    	Starlink 30502	Starlink Group 6-19-10	S57973	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151L	P      D    	Starlink 30489	Starlink Group 6-19-11	S57974	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151M	P      A    	Starlink 30503	Starlink Group 6-19-12	S57975	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151N	P      D    	Starlink 30512	Starlink Group 6-19-13	S57976	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151P	P      O    	Starlink 30509	Starlink Group 6-19-14	S57977	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151Q	P      O    	Starlink 30511	Starlink Group 6-19-15	S57978	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151R	P      O    	Starlink 30508	Starlink Group 6-19-16	S57979	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151S	P      O    	Starlink 30504	Starlink Group 6-19-17	S57980	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151T	P      O    	Starlink 30510	Starlink Group 6-19-18	S57981	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151U	P      O    	Starlink 30507	Starlink Group 6-19-19	S57982	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151V	P      O    	Starlink 30515	Starlink Group 6-19-20	S57983	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151W	P      O    	Starlink 30516	Starlink Group 6-19-21	S57984	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-151 	2023 Sep 30 0200:00	2023-151X	P      O    	Starlink 30519	Starlink Group 6-19-22	S57985	SPXS	US	Falcon 9	261/B1069.10	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-152 	2023 Oct  5 0024	2023-152A	P           	Yaogan 39 03 zu 01 xing	Yaogan 39-03 A	S57986	CASC	CN	Chang Zheng 2D	Y84	-	XSC	LC3	-	-	SAST	CN	OS	nasaspaceflight.com
2023-152 	2023 Oct  5 0024	2023-152C	P           	Yaogan 39 03 zu 02 xing	Yaogan 39-03 B	S57988	CASC	CN	Chang Zheng 2D	Y84	-	XSC	LC3	-	-	SAST	CN	OS	nasaspaceflight.com
2023-152 	2023 Oct  5 0024	2023-152E	P           	Yaogan 39 03 zu 03 xing	Yaogan 39-03 C	S57990	CASC	CN	Chang Zheng 2D	Y84	-	XSC	LC3	-	-	SAST	CN	OS	nasaspaceflight.com
2023-153 	2023 Oct  5 0536:30	2023-153A	P      A    	Starlink 30537	Starlink Group 6-21-01	S57991	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153B	P      A    	Starlink 30534	Starlink Group 6-21-02	S57992	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153C	P      A    	Starlink 30536	Starlink Group 6-21-03	S57993	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153D	P      A    	Starlink 30538	Starlink Group 6-21-04	S57994	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153E	P      A    	Starlink 30517	Starlink Group 6-21-05	S57995	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153F	P      F r  	Starlink 30543	Starlink Group 6-21-06	S57996	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153G	P      A    	Starlink 30523	Starlink Group 6-21-07	S57997	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153H	P      A    	Starlink 30531	Starlink Group 6-21-08	S57998	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153J	P      A    	Starlink 30552	Starlink Group 6-21-09	S57999	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153K	P      A    	Starlink 30545	Starlink Group 6-21-10	S58000	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153L	P      A    	Starlink 30535	Starlink Group 6-21-11	S58001	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153M	P      A    	Starlink 30540	Starlink Group 6-21-12	S58002	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153N	P      A    	Starlink 30546	Starlink Group 6-21-13	S58003	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153P	P      A    	Starlink 30539	Starlink Group 6-21-14	S58004	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153Q	P      A    	Starlink 30530	Starlink Group 6-21-15	S58005	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153R	P      F r  	Starlink 30526	Starlink Group 6-21-16	S58006	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153S	P      F r  	Starlink 30527	Starlink Group 6-21-17	S58007	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153T	P      A    	Starlink 30522	Starlink Group 6-21-18	S58008	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153U	P      A    	Starlink 30486	Starlink Group 6-21-19	S58009	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153V	P      A    	Starlink 30520	Starlink Group 6-21-20	S58010	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153W	P      A    	Starlink 30497	Starlink Group 6-21-21	S58011	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-153 	2023 Oct  5 0536:30	2023-153X	P      A    	Starlink 30525	Starlink Group 6-21-22	S58012	SPXS	US	Falcon 9	262/B1076.8	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-154 	2023 Oct  6 1806:00	2023-154A	P      D    	KuiperSat-2	Kuiper Protoflight 2	S58013	KUIP	US	Atlas V 501	AV-104	-	CC	SLC41	-	-	ULAL	US	DS	Wire
2023-154 	2023 Oct  6 1806:00	2023-154B	P      D    	KuiperSat-1	Kuiper Protoflight 1	S58014	KUIP	US	Atlas V 501	AV-104	-	CC	SLC41	-	-	ULAL	US	DS	Wire
2023-155 	2023 Oct  9 0136:25	2023-155A	P           	THEOS-2	T2V	S58016	GISTDA	T	Vega	VV23	-	CSG	ZLV	-	-	AE	F	OS	spaceflightnow.com
2023-155 	2023 Oct  9 0136:25	2023-155B	P           	FORMOSAT-7R	TRITON	S58017	TASA	TW	Vega	VV23	-	CSG	ZLV	-	-	AE	F	OS	spaceflightnow.com
2023-155 	2023 Oct  9 0136:25	2023-155C	P           	ANSER FOLLOWER 2	ANSER FOLLOWER 2	S58018	INTA	E	Vega	VV23	-	CSG	ZLV	-	-	AE	F	OS	spaceflightnow.com
2023-155 	2023 Oct  9 0136:25	2023-155D	P           	ANSER FOLLOWER 1	ANSER FOLLOWER 1	S58019	INTA	E	Vega	VV23	-	CSG	ZLV	-	-	AE	F	OS	spaceflightnow.com
2023-155 	2023 Oct  9 0136:25	2023-155E	P           	N3SS	N3SS	S58020	CNES	F	Vega	VV23	-	CSG	ZLV	-	-	AE	F	OS	spaceflightnow.com
2023-155 	2023 Oct  9 0136:25	2023-155F	P           	CSC-2	CSC-2	S58021	ISISBV	NL	Vega	VV23	-	CSG	ZLV	-	-	AE	F	OS	spaceflightnow.com
2023-155 	2023 Oct  9 0136:25	2023-155G	P           	CSC-1	CSC-1	S58022	ISISBV	NL	Vega	VV23	-	CSG	ZLV	-	-	AE	F	OS	spaceflightnow.com
2023-155 	2023 Oct  9 0136:25	2023-155H	P           	PRETTY	PRETTY	S58023	TUG	AT	Vega	VV23	-	CSG	ZLV	-	-	AE	F	OS	spaceflightnow.com
2023-155 	2023 Oct  9 0136:25	2023-155J	P           	MACSAT	MACSAT	S58024	OQT	L	Vega	VV23	-	CSG	ZLV	-	-	AE	F	OS	spaceflightnow.com
2023-155 	2023 Oct  9 0136:25	2023-155K	P           	PVCC	Proba-V Companion Cubesat	S58025	ESA	I-ESA	Vega	VV23	-	CSG	ZLV	-	-	AE	F	OS	spaceflightnow.com
2023-155 	2023 Oct  9 0136:25	2023-155	P           	ANSER LEADER	ANSER LEADER	A11059	INTA	E	Vega	VV23	-	CSG	ZLV	-	-	AE	F	OS	spaceflightnow.com
2023-155 	2023 Oct  9 0136:25	2023-155	P           	ESTCube-2	ESTCube-2	A11060	TARTU	EE	Vega	VV23	-	CSG	ZLV	-	-	AE	F	OS	spaceflightnow.com
2023-156 	2023 Oct  9 0743	2023-156A	P      A    	Starlink 30514	Starlink Group 7-4-01	S58028	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156B	P      A    	Starlink 30518	Starlink Group 7-4-02	S58029	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156C	P      A r  	Starlink 30549	Starlink Group 7-4-03	S58030	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156D	P      A    	Starlink 30556	Starlink Group 7-4-04	S58031	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156E	P      A    	Starlink 30561	Starlink Group 7-4-05	S58032	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156F	P      A    	Starlink 30562	Starlink Group 7-4-06	S58033	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156G	P      A    	Starlink 30565	Starlink Group 7-4-07	S58034	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156H	P      A    	Starlink 30438	Starlink Group 7-4-08	S58035	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156J	P      A    	Starlink 30437	Starlink Group 7-4-09	S58036	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156K	P      A    	Starlink 30533	Starlink Group 7-4-10	S58037	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156L	P      A    	Starlink 30560	Starlink Group 7-4-11	S58038	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156M	P      A    	Starlink 30559	Starlink Group 7-4-12	S58039	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156N	P      A    	Starlink 30555	Starlink Group 7-4-13	S58040	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156P	P      A    	Starlink 30542	Starlink Group 7-4-14	S58041	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156Q	P      A    	Starlink 30563	Starlink Group 7-4-15	S58042	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156R	P      A    	Starlink 30564	Starlink Group 7-4-16	S58043	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156S	P      A    	Starlink 30547	Starlink Group 7-4-17	S58044	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156T	P      F r  	Starlink 30550	Starlink Group 7-4-18	S58045	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156U	P      A    	Starlink 30548	Starlink Group 7-4-19	S58046	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156V	P      A    	Starlink 30529	Starlink Group 7-4-20	S58047	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-156 	2023 Oct  9 0743	2023-156W	P      A    	Starlink 30554	Starlink Group 7-4-21	S58048	SPXS	US	Falcon 9	263/B1063.14	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-157 	2023 Oct 13 1419:43	2023-157A	P   D       	Psyche	Psyche	S58049	JPL	US	Falcon Heavy	8	-	KSC	LC39A	-	-	SPX	US	DS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158A	P      A    	Starlink 30568	Starlink Group 6-22-01	S58051	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158B	P      A    	Starlink 30575	Starlink Group 6-22-02	S58052	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158C	P      A    	Starlink 30577	Starlink Group 6-22-03	S58053	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158D	P      A    	Starlink 30566	Starlink Group 6-22-04	S58054	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158E	P      A    	Starlink 30544	Starlink Group 6-22-05	S58055	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158F	P      A    	Starlink 30553	Starlink Group 6-22-06	S58056	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158G	P      A    	Starlink 30541	Starlink Group 6-22-07	S58057	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158H	P      A    	Starlink 30573	Starlink Group 6-22-08	S58058	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158J	P      A    	Starlink 30582	Starlink Group 6-22-09	S58059	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158K	P      A    	Starlink 30558	Starlink Group 6-22-10	S58060	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158L	P      F r  	Starlink 30579	Starlink Group 6-22-11	S58061	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158M	P      A    	Starlink 30588	Starlink Group 6-22-12	S58062	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158N	P      A    	Starlink 30585	Starlink Group 6-22-13	S58063	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158P	P      A    	Starlink 30587	Starlink Group 6-22-14	S58064	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158Q	P      A    	Starlink 30576	Starlink Group 6-22-15	S58065	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158R	P      A    	Starlink 30571	Starlink Group 6-22-16	S58066	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158S	P      A    	Starlink 30567	Starlink Group 6-22-17	S58067	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158T	P      A    	Starlink 30569	Starlink Group 6-22-18	S58068	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158U	P      A    	Starlink 30480	Starlink Group 6-22-19	S58069	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158V	P      A    	Starlink 30532	Starlink Group 6-22-20	S58070	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158W	P      D    	Starlink 30513	Starlink Group 6-22-21	S58071	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-158 	2023 Oct 13 2301:10	2023-158X	P      A    	Starlink 30506	Starlink Group 6-22-22	S58072	SPXS	US	Falcon 9	264/B1067.14	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-159 	2023 Oct 15 0054	2023-159A	P           	Yunhai 1-04	Yunhai-1 04 xing	S58073	SAST	CN	Chang Zheng 2D	Y77	-	JQ	LC43/94	-	-	SAST	CN	OS	nasaspaceflight.com
2023-160 	2023 Oct 18 0039	2023-160A	P      A    	Starlink 30604	Starlink Group 6-23-01	S58075	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160B	P      A    	Starlink 30500	Starlink Group 6-23-02	S58076	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160C	P      A    	Starlink 30613	Starlink Group 6-23-03	S58077	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160D	P      A    	Starlink 30597	Starlink Group 6-23-04	S58078	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160E	P      A    	Starlink 30598	Starlink Group 6-23-05	S58079	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160F	P      A    	Starlink 30603	Starlink Group 6-23-06	S58080	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160G	P      A    	Starlink 30602	Starlink Group 6-23-07	S58081	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160H	P      A    	Starlink 30610	Starlink Group 6-23-08	S58082	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160J	P      A    	Starlink 30551	Starlink Group 6-23-09	S58083	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160K	P      A    	Starlink 30586	Starlink Group 6-23-10	S58084	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160L	P      A    	Starlink 30609	Starlink Group 6-23-11	S58085	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160M	P      A    	Starlink 30583	Starlink Group 6-23-12	S58086	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160N	P      A    	Starlink 30557	Starlink Group 6-23-13	S58087	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160P	P      A    	Starlink 30591	Starlink Group 6-23-14	S58088	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160Q	P      A    	Starlink 30584	Starlink Group 6-23-15	S58089	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160R	P      A    	Starlink 30590	Starlink Group 6-23-16	S58090	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160S	P      A    	Starlink 30608	Starlink Group 6-23-17	S58091	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160T	P      A    	Starlink 30615	Starlink Group 6-23-18	S58092	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160U	P      A    	Starlink 30578	Starlink Group 6-23-19	S58093	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160V	P      A    	Starlink 30574	Starlink Group 6-23-20	S58094	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160W	P      A    	Starlink 30570	Starlink Group 6-23-21	S58095	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-160 	2023 Oct 18 0039	2023-160X	P      A    	Starlink 30581	Starlink Group 6-23-22	S58096	SPXS	US	Falcon 9	265/B1062.16	-	CC	LC40	-	-	SPX	US	OS	Wire
2023-161 	2023 Oct 21 0823:00	2023-161A	P      A    	Starlink 30594	Starlink Group 7-5-01	S58097	SPXS	US	Falcon 9	266/B1061.16	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-161 	2023 Oct 21 0823:00	2023-161B	P      A    	Starlink 30614	Starlink Group 7-5-02	S58098	SPXS	US	Falcon 9	266/B1061.16	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-161 	2023 Oct 21 0823:00	2023-161C	P      A    	Starlink 30607	Starlink Group 7-5-03	S58099	SPXS	US	Falcon 9	266/B1061.16	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-161 	2023 Oct 21 0823:00	2023-161D	P      A    	Starlink 30600	Starlink Group 7-5-04	S58100	SPXS	US	Falcon 9	266/B1061.16	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-161 	2023 Oct 21 0823:00	2023-161E	P      A    	Starlink 30605	Starlink Group 7-5-05	S58101	SPXS	US	Falcon 9	266/B1061.16	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-161 	2023 Oct 21 0823:00	2023-161F	P      A    	Starlink 30592	Starlink Group 7-5-06	S58102	SPXS	US	Falcon 9	266/B1061.16	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-161 	2023 Oct 21 0823:00	2023-161G	P      A    	Starlink 30589	Starlink Group 7-5-07	S58103	SPXS	US	Falcon 9	266/B1061.16	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
2023-161 	2023 Oct 21 0823:00	2023-161H	P      A    	Starlink 30617	Starlink Group 7-5-08	S58104	SPXS	US	Falcon 9	266/B1061.16	-	VSFBS	SLC4E	-	-	SPX	US	OS	Wire
